id,user_id,date,amount,description,category,type,status,account_type,ml_category,confidence_score,created_at,updated_at
e3e6eb77-59f1-4b39-9746-3cd6576ce6ef,550e8400-e29b-41d4-a716-446655440000,2024-04-02,-0.92,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
2b334bfa-da5c-4e9d-8663-87aafdbf19ac,550e8400-e29b-41d4-a716-446655440000,2024-04-02,3.07,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
a6428758-df30-41fb-8cb4-919a3d9729c4,550e8400-e29b-41d4-a716-446655440000,2024-04-02,2.23,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
ace9724c-df35-4f8c-aaff-474af7a25d88,550e8400-e29b-41d4-a716-446655440000,2024-04-01,-19.24,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
c3146513-7b35-4f1a-a30d-ce532016e812,550e8400-e29b-41d4-a716-446655440000,2024-04-01,-9.67,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
9378baef-34dd-44f5-9517-af8c25c12c51,550e8400-e29b-41d4-a716-446655440000,2024-04-01,7.75,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
fc96700a-772a-4d47-a152-f7c04778e4e5,550e8400-e29b-41d4-a716-446655440000,2024-04-01,1.81,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
c796675d-ffa3-4190-8f04-3c8aec9b9df3,550e8400-e29b-41d4-a716-446655440000,2024-04-01,1.75,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
e054801a-ee8d-4c6e-8e1d-2acc071c4774,550e8400-e29b-41d4-a716-446655440000,2024-04-01,6.14,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
e5a003d9-80c9-4139-a78c-53b617c8f3c3,550e8400-e29b-41d4-a716-446655440000,2024-03-31,-23.79,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
897d0866-c9df-4c3b-ae50-4d76395a8d9d,550e8400-e29b-41d4-a716-446655440000,2024-03-31,2.8,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
bcdf0df4-12ad-4807-950f-08946bb01feb,550e8400-e29b-41d4-a716-446655440000,2024-03-31,1.2,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
5aa19f7f-56c3-4c13-a01a-0d0e70f4c473,550e8400-e29b-41d4-a716-446655440000,2024-03-31,4.45,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
958c9df7-b33a-4bc9-bbe8-6437f6df0c0e,550e8400-e29b-41d4-a716-446655440000,2024-03-31,-0.16,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
8a285cd8-d5db-47e5-b70b-d54a673ad3de,550e8400-e29b-41d4-a716-446655440000,2024-03-31,1.07,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
f43ffd61-35f9-4040-8fbf-a4c1f695b297,550e8400-e29b-41d4-a716-446655440000,2024-03-30,-20.1,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
4c48d484-5dcb-4f6b-add7-57279f48d48f,550e8400-e29b-41d4-a716-446655440000,2024-03-30,-22.95,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
6a1ff811-9abc-4237-9026-33760cd4536f,550e8400-e29b-41d4-a716-446655440000,2024-03-30,-17.28,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
d8a33123-0c24-4f81-9b94-8c38606bd8ec,550e8400-e29b-41d4-a716-446655440000,2024-03-29,-7.28,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
c84094b9-eb1a-4e88-bd3d-e76c5ccbeb92,550e8400-e29b-41d4-a716-446655440000,2024-03-29,-21.81,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
f48552a2-c76a-40b9-9fcc-b7752ee59223,550e8400-e29b-41d4-a716-446655440000,2024-03-29,-23.71,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
f72d8fac-0869-42cf-ad9f-94f193a5b2ba,550e8400-e29b-41d4-a716-446655440000,2024-03-29,-19.15,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
7c3ab506-7efe-4bfc-97e1-778346aecf73,550e8400-e29b-41d4-a716-446655440000,2024-03-29,3.66,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
d7c0bc20-a12a-462c-8c33-55cc12f9a39a,550e8400-e29b-41d4-a716-446655440000,2024-03-29,-24.54,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
2f98ab0e-daa8-4e3f-8d0f-a009b316c8de,550e8400-e29b-41d4-a716-446655440000,2024-03-29,-4.82,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
238be1a7-4d1d-4909-9673-b125627e84de,550e8400-e29b-41d4-a716-446655440000,2024-03-29,5.97,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
25e28aa5-f9a8-43a4-95c3-f586cf5dcfc8,550e8400-e29b-41d4-a716-446655440000,2024-03-29,-9.03,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
96b44f14-53c8-46e3-8e07-4ce1be9bcc92,550e8400-e29b-41d4-a716-446655440000,2024-03-29,-1.55,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
861221bc-5eb4-4873-9647-b6daf339d3dd,550e8400-e29b-41d4-a716-446655440000,2024-03-28,-7.88,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
b5e50863-9c55-4fd6-85f4-2adfd19c451a,550e8400-e29b-41d4-a716-446655440000,2024-03-28,-6.01,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
feb83567-3fc7-476b-9570-a3c05126bb74,550e8400-e29b-41d4-a716-446655440000,2024-03-28,1.61,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
908572d9-2362-4124-b590-ab5fabcc7079,550e8400-e29b-41d4-a716-446655440000,2024-03-28,-9.88,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
6dbc86ff-ac2d-423e-9dde-ec1ca1a033ea,550e8400-e29b-41d4-a716-446655440000,2024-03-27,-7.21,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
a425c625-ea03-4abf-bfa9-227f2201cd74,550e8400-e29b-41d4-a716-446655440000,2024-03-27,-3.74,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
55e2a9fa-8f0f-410d-9287-1e7f400b567a,550e8400-e29b-41d4-a716-446655440000,2024-03-27,7.83,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
9e848853-09dd-42be-8d41-e4de7338b003,550e8400-e29b-41d4-a716-446655440000,2024-03-27,6.07,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
0334a174-3e2b-4902-b40d-32e1c06df427,550e8400-e29b-41d4-a716-446655440000,2024-03-26,5.22,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
a7a2c5cf-3bf9-4ffc-8e36-76b7002df8de,550e8400-e29b-41d4-a716-446655440000,2024-03-26,-17.36,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
3888f4c6-c8ae-4d46-a37e-7bdfabdad440,550e8400-e29b-41d4-a716-446655440000,2024-03-26,4.44,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
67f10b9f-e2b4-4a06-9af9-a742570d52fb,550e8400-e29b-41d4-a716-446655440000,2024-03-26,-1.01,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
3eb7ef38-b176-4bb0-80ff-5e17aa982385,550e8400-e29b-41d4-a716-446655440000,2024-03-26,4.76,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
04c84fac-95ea-4d1e-97dc-7c6a58d9a00e,550e8400-e29b-41d4-a716-446655440000,2024-03-26,7.43,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
af5e38c1-f523-4e78-9378-6ae880584d64,550e8400-e29b-41d4-a716-446655440000,2024-03-26,2.4,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
51d51ca2-024f-4bea-b2e6-2fb6ce8d78ef,550e8400-e29b-41d4-a716-446655440000,2024-03-26,8.28,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
de16b133-fb4f-4267-b20e-933d6f84558c,550e8400-e29b-41d4-a716-446655440000,2024-03-25,-11.47,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
4334719c-fc76-47ec-8cf8-4256f766c065,550e8400-e29b-41d4-a716-446655440000,2024-03-25,-7.95,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
b7b32599-2e01-4b23-a4e4-23d8f99f375d,550e8400-e29b-41d4-a716-446655440000,2024-03-25,-4.08,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
399b6b84-4bb2-4a36-89a3-e7323626bdcd,550e8400-e29b-41d4-a716-446655440000,2024-03-25,7.69,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
58064cf5-bb65-4803-9155-be1225563752,550e8400-e29b-41d4-a716-446655440000,2024-03-24,-8.3,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
33825314-237a-48fc-a98e-39d50b179c6a,550e8400-e29b-41d4-a716-446655440000,2024-03-24,-23.12,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
ca5bcb93-8d1c-4a75-9241-91aba4892bfa,550e8400-e29b-41d4-a716-446655440000,2024-03-24,-6.8,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
fcb332fc-b008-41b8-8725-0d69841ad673,550e8400-e29b-41d4-a716-446655440000,2024-03-24,6.93,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
8b5a3e8e-a16d-443b-b86e-ced08cc806be,550e8400-e29b-41d4-a716-446655440000,2024-03-24,-7.96,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
c7208f19-5dad-40ed-b5be-57fdf9802af6,550e8400-e29b-41d4-a716-446655440000,2024-03-23,-1.82,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
13066c39-40dd-447b-bb2f-89ceea3a0e33,550e8400-e29b-41d4-a716-446655440000,2024-03-23,1.55,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
beeab1b5-db93-4459-ba81-3fdbc1e71f19,550e8400-e29b-41d4-a716-446655440000,2024-03-23,3.19,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
977536b8-3aa4-4acc-aff9-7d4e569e269c,550e8400-e29b-41d4-a716-446655440000,2024-03-23,-8.81,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
f63a23bf-5be7-4ec7-9aa1-7aeb6669f361,550e8400-e29b-41d4-a716-446655440000,2024-03-23,3.24,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
7e7d5364-24fb-4c23-ba9e-434ad69584f0,550e8400-e29b-41d4-a716-446655440000,2024-03-22,2.5,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
b3bf86d3-b02a-40b2-b883-290621a537a8,550e8400-e29b-41d4-a716-446655440000,2024-03-22,-5.48,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
5257cfeb-1fb8-4884-b788-de9abee92df6,550e8400-e29b-41d4-a716-446655440000,2024-03-21,-12.95,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
66b1bc23-153c-4a3e-9f9f-acd57cf91e24,550e8400-e29b-41d4-a716-446655440000,2024-03-21,-24.58,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
eb7ef7c1-80b8-4bfa-b205-f342717b874e,550e8400-e29b-41d4-a716-446655440000,2024-03-21,-23.31,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
bf242918-49d3-442b-8997-f92fdf546b73,550e8400-e29b-41d4-a716-446655440000,2024-03-21,-5.43,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
cbaba4a1-6980-4215-9963-44ce2c3e733a,550e8400-e29b-41d4-a716-446655440000,2024-03-21,-1.07,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
2b680cd1-9032-4172-b682-4666612ff049,550e8400-e29b-41d4-a716-446655440000,2024-03-21,-9.65,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
43b67e3a-eade-4c4b-bcf6-bcf0790caeeb,550e8400-e29b-41d4-a716-446655440000,2024-03-21,-6.64,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
1102b267-1588-4721-a9d7-480edc48eb90,550e8400-e29b-41d4-a716-446655440000,2024-03-21,2.14,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
f9bba4b0-b2ea-4232-af57-4b78a7ae56a2,550e8400-e29b-41d4-a716-446655440000,2024-03-20,-3.53,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
f21448a0-fa85-4d84-818c-2d4e1b9fab70,550e8400-e29b-41d4-a716-446655440000,2024-03-20,-7.22,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
c3065227-1c01-4ee5-ac2b-c6cd6332097f,550e8400-e29b-41d4-a716-446655440000,2024-03-20,3.93,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
7040c806-ec64-4fe7-b7bf-0112a1d75b6c,550e8400-e29b-41d4-a716-446655440000,2024-03-20,4.7,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
26ad3b17-8c36-4053-922b-667c62e0a81d,550e8400-e29b-41d4-a716-446655440000,2024-03-20,-8.18,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
07310391-f1df-4170-9517-309eddb923fe,550e8400-e29b-41d4-a716-446655440000,2024-03-20,-2.18,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
d4ae833c-9ecb-4e04-a8b3-4810f16c5a80,550e8400-e29b-41d4-a716-446655440000,2024-03-19,-8.06,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
596b0619-56d0-4002-8f43-2dc99bcfac4c,550e8400-e29b-41d4-a716-446655440000,2024-03-19,-4.98,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
99539ddc-837b-4cc2-9e5e-2ca8dc738993,550e8400-e29b-41d4-a716-446655440000,2024-03-19,8.24,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
d9bdb643-6fc4-4b2e-8c0b-ed13c6fc8b0f,550e8400-e29b-41d4-a716-446655440000,2024-03-19,6.44,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
a7a76343-17b5-4136-a86a-51b63989ee24,550e8400-e29b-41d4-a716-446655440000,2024-03-18,-6.06,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
f9de98a9-33a3-4433-b45a-903f2db3d911,550e8400-e29b-41d4-a716-446655440000,2024-03-18,-24.83,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
b9a67c43-1f08-4727-9808-fd0d155f134f,550e8400-e29b-41d4-a716-446655440000,2024-03-18,-5.85,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
251cbb64-837d-4563-864d-7041fc74d429,550e8400-e29b-41d4-a716-446655440000,2024-03-18,5.86,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
b08f17d3-bec0-417f-b87a-7a755c7b0327,550e8400-e29b-41d4-a716-446655440000,2024-03-18,-1.38,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
39e338fe-23d8-4845-a8f1-8035f492375b,550e8400-e29b-41d4-a716-446655440000,2024-03-17,-23.16,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
b45edbc7-4b71-42d3-b139-3ed56b34abc8,550e8400-e29b-41d4-a716-446655440000,2024-03-16,-13.66,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
e92b13b6-cbb7-43d9-acc4-219ee5ab36e0,550e8400-e29b-41d4-a716-446655440000,2024-03-16,-9.93,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
94c10ecc-3682-47e0-905f-dc0ae88ff219,550e8400-e29b-41d4-a716-446655440000,2024-03-16,-23.22,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
98b4a6d3-c250-47c6-867e-57cfd735574b,550e8400-e29b-41d4-a716-446655440000,2024-03-16,-6.37,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
4a94f811-8a90-425f-818d-40f1e55b5367,550e8400-e29b-41d4-a716-446655440000,2024-03-16,-7.42,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
b5cc8769-d873-490d-a7a2-f339455d027e,550e8400-e29b-41d4-a716-446655440000,2024-03-16,5.05,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
94350701-ed53-4627-8cac-739cd44cffeb,550e8400-e29b-41d4-a716-446655440000,2024-03-15,-9.21,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
bbe3ecf8-f790-43b2-93b4-7f3da114d2f4,550e8400-e29b-41d4-a716-446655440000,2024-03-15,-17.72,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
877c68fa-d232-49a0-a479-de8290ab1c87,550e8400-e29b-41d4-a716-446655440000,2024-03-15,-18.42,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
1ad3c08f-2fba-4abe-95fb-31d6274ea4eb,550e8400-e29b-41d4-a716-446655440000,2024-03-15,6.15,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
dc854ee9-2c88-4ab1-a711-0ad2dd29235c,550e8400-e29b-41d4-a716-446655440000,2024-03-15,1.95,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
3ccbb0cf-5501-4d4e-a0dc-503815375a8c,550e8400-e29b-41d4-a716-446655440000,2024-03-15,2.95,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
8776427e-bd2f-47da-83a8-c722821b8f45,550e8400-e29b-41d4-a716-446655440000,2024-03-14,-14.84,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
d6c73a09-e8b7-4cca-9f32-60046c96631f,550e8400-e29b-41d4-a716-446655440000,2024-03-14,3.33,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
